Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Quantity,Sales
Home Office,Office Furniture,Corner Desks,Lancaster,22-Sep-20,43130,Eastern,On Schedule,Ohio,19,2,18
Consumer,Office Supplies,Folders,Lancaster,24-Nov-20,43130,Eastern,Late Delivery,Ohio,-19,2,111
Consumer,Office Supplies,Folders,Lancaster,4-Sep-20,43130,Eastern,On Schedule,Ohio,14,2,85
Consumer,Office Supplies,Folders,Lancaster,4-Sep-20,43130,Eastern,On Schedule,Ohio,3,2,41
Corporate,Office Supplies,Folders,Lancaster,26-Sep-20,43130,Eastern,Early Delivery,Ohio,4,2,335
Home Office,Office Supplies,Folders,Lancaster,22-Sep-20,43130,Eastern,On Schedule,Ohio,4,3,35
Consumer,Office Supplies,Kitchen Appliances,Lancaster,24-Aug-21,43130,Eastern,Early Delivery,Ohio,45,2,32
Home Office,Office Supplies,Kitchen Appliances,Lancaster,26-Sep-18,43130,Eastern,Early Delivery,Ohio,0,4,11
Home Office,Technology,Phone and Fax,Lancaster,24-Sep-21,43130,Eastern,Early Delivery,Ohio,6,4,37
Consumer,Technology,Printers,Lancaster,24-Nov-20,43130,Eastern,Late Delivery,Ohio,9,2,239
Consumer,Office Supplies,Printing Paper,Lancaster,7-Feb-20,43130,Eastern,Late Delivery,Ohio,17,3,45
Consumer,Office Supplies,Printing Paper,Lancaster,22-Apr-20,43130,Eastern,Late Delivery,Ohio,9,3,13
Consumer,Office Supplies,Printing Paper,Lancaster,22-Apr-20,43130,Eastern,Late Delivery,Ohio,35,7,79
Consumer,Office Supplies,Printing Paper,Lancaster,24-Aug-21,43130,Eastern,Early Delivery,Ohio,-138,3,26
Home Office,Office Supplies,Printing Paper,Lancaster,22-Sep-20,43130,Eastern,On Schedule,Ohio,18,1,107
Home Office,Office Supplies,Printing Paper,Lancaster,3-Jul-21,43130,Eastern,On Schedule,Ohio,0,2,52
Home Office,Office Supplies,Printing Paper,Lancaster,3-Jul-21,43130,Eastern,On Schedule,Ohio,2,3,62
Home Office,Office Supplies,Printing Paper,Lancaster,26-Sep-18,43130,Eastern,Early Delivery,Ohio,1,5,39
Home Office,Office Furniture,Standard Desks,Lancaster,3-Jul-21,43130,Eastern,On Schedule,Ohio,73,2,13
Consumer,Office Supplies,Storage and Archive,Lancaster,30-Dec-20,43130,Eastern,Late Delivery,Ohio,108,5,2
Consumer,Office Supplies,Storage and Archive,Lancaster,22-Apr-20,43130,Eastern,Late Delivery,Ohio,22,5,6
Consumer,Office Supplies,Storage and Archive,Lancaster,11-Apr-21,43130,Eastern,Early Delivery,Ohio,695,5,2
Corporate,Office Supplies,Storage and Archive,Lancaster,4-Nov-21,43130,Eastern,Early Delivery,Ohio,3,1,51
Consumer,Office Supplies,Artwork and Statues,Columbus,17-Sep-20,43229,Eastern,Late Delivery,Ohio,349,2,2
Consumer,Office Supplies,Artwork and Statues,Columbus,27-Feb-18,43229,Eastern,Late Delivery,Ohio,17,1,15
Consumer,Office Supplies,Artwork and Statues,Columbus,3-Oct-18,43229,Eastern,On Schedule,Ohio,1,3,457
Consumer,Office Supplies,Artwork and Statues,Columbus,24-Sep-19,43229,Eastern,On Schedule,Ohio,30,2,9
Consumer,Office Supplies,Artwork and Statues,Columbus,18-Aug-21,43229,Eastern,On Schedule,Ohio,-338,4,3
Consumer,Office Supplies,Artwork and Statues,Columbus,19-Aug-18,43229,Eastern,Early Delivery,Ohio,17,2,12
Consumer,Office Supplies,Artwork and Statues,Columbus,14-Jul-21,43229,Eastern,Early Delivery,Ohio,1,7,9
Corporate,Office Supplies,Artwork and Statues,Columbus,21-Dec-19,43229,Eastern,Early Delivery,Ohio,9,4,2
Home Office,Technology,Cables and Connectors,Columbus,19-Nov-20,43229,Eastern,Late Delivery,Ohio,4,2,13
Consumer,Technology,Cables and Connectors,Columbus,3-Oct-19,43229,Eastern,On Schedule,Ohio,9,3,6
Consumer,Technology,Cables and Connectors,Columbus,3-Oct-19,43229,Eastern,On Schedule,Ohio,-13,3,5
Consumer,Technology,Cables and Connectors,Columbus,16-Mar-21,43229,Eastern,On Schedule,Ohio,3,5,7
Consumer,Technology,Cables and Connectors,Columbus,3-Oct-18,43229,Eastern,On Schedule,Ohio,0,9,11
Consumer,Technology,Cables and Connectors,Columbus,5-Oct-19,43229,Eastern,Early Delivery,Ohio,7,2,19
Corporate,Technology,Cables and Connectors,Columbus,12-Nov-21,43229,Eastern,Early Delivery,Ohio,9,2,10
Corporate,Technology,Cables and Connectors,Columbus,2-Dec-18,43229,Eastern,Early Delivery,Ohio,32,3,14
Consumer,Office Furniture,Computer Chairs,Columbus,17-Sep-20,43229,Eastern,Late Delivery,Ohio,-39,5,5
Consumer,Office Furniture,Computer Chairs,Columbus,1-Dec-18,43229,Eastern,Early Delivery,Ohio,2,6,33
Consumer,Office Furniture,Computer Chairs,Columbus,8-May-21,43229,Eastern,Early Delivery,Ohio,22,6,153
Consumer,Office Furniture,Computer Chairs,Columbus,23-Sep-20,43229,Eastern,Late Delivery,Ohio,9,6,274
Consumer,Office Furniture,Computer Chairs,Columbus,20-Nov-20,43229,Eastern,Early Delivery,Ohio,3,6,2
Corporate,Office Furniture,Computer Chairs,Columbus,29-May-19,43229,Eastern,Late Delivery,Ohio,15,9,12
Corporate,Office Furniture,Computer Chairs,Columbus,24-Nov-18,43229,Eastern,On Schedule,Ohio,34,3,5
Corporate,Office Furniture,Computer Chairs,Columbus,10-Dec-20,43229,Eastern,On Schedule,Ohio,26,4,19
Home Office,Office Furniture,Computer Chairs,Columbus,23-Apr-18,43229,Eastern,Early Delivery,Ohio,50,6,5
Home Office,Office Furniture,Computer Chairs,Columbus,23-Apr-18,43229,Eastern,Early Delivery,Ohio,12,7,18
Consumer,Office Furniture,Corner Desks,Columbus,10-Feb-21,43229,Eastern,Late Delivery,Ohio,8,5,631
Consumer,Office Furniture,Corner Desks,Columbus,17-Sep-20,43229,Eastern,Late Delivery,Ohio,-2,5,58
Consumer,Office Furniture,Corner Desks,Columbus,16-Mar-21,43229,Eastern,On Schedule,Ohio,-6,5,14
Consumer,Office Furniture,Corner Desks,Columbus,1-Dec-18,43229,Eastern,Early Delivery,Ohio,-5,5,6
Consumer,Office Furniture,Corner Desks,Columbus,11-Mar-18,43229,Eastern,Late Delivery,Ohio,-165,6,10
Consumer,Office Furniture,Corner Desks,Columbus,20-Nov-20,43229,Eastern,Early Delivery,Ohio,1,7,9
Consumer,Office Furniture,Corner Desks,Columbus,28-Nov-19,43229,Eastern,Early Delivery,Ohio,12,1,60
Consumer,Office Furniture,Corner Desks,Columbus,13-Mar-20,43229,Eastern,Early Delivery,Ohio,24,2,64
Consumer,Office Furniture,Corner Desks,Columbus,14-Jul-21,43229,Eastern,Early Delivery,Ohio,3,3,11
Corporate,Office Furniture,Corner Desks,Columbus,29-May-19,43229,Eastern,Late Delivery,Ohio,8,6,8
Home Office,Office Furniture,Corner Desks,Columbus,23-Apr-18,43229,Eastern,Early Delivery,Ohio,35,2,100
Home Office,Office Furniture,Corner Desks,Columbus,11-Jan-20,43229,Eastern,Early Delivery,Ohio,30,2,80
Consumer,Office Supplies,Envelopes,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,4,9,2
Consumer,Office Supplies,Envelopes,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,69,9,3
Consumer,Office Supplies,Envelopes,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,57,9,6
Corporate,Office Supplies,Envelopes,Columbus,1-Feb-21,43229,Eastern,Late Delivery,Ohio,12,9,9
Home Office,Office Supplies,Envelopes,Columbus,19-Nov-20,43229,Eastern,Late Delivery,Ohio,7,9,11
Consumer,Office Supplies,Envelopes,Columbus,21-Aug-20,43229,Eastern,On Schedule,Ohio,-1,12,3
Consumer,Office Supplies,Envelopes,Columbus,24-Sep-19,43229,Eastern,On Schedule,Ohio,3,13,9
Consumer,Office Supplies,Envelopes,Columbus,3-Oct-18,43229,Eastern,On Schedule,Ohio,12,14,41
Consumer,Office Supplies,Envelopes,Columbus,11-Mar-18,43229,Eastern,Late Delivery,Ohio,38,1,8
Consumer,Office Supplies,Envelopes,Columbus,28-Nov-19,43229,Eastern,Early Delivery,Ohio,38,1,17
Consumer,Office Supplies,Envelopes,Columbus,18-Dec-21,43229,Eastern,Early Delivery,Ohio,7,1,35
Corporate,Office Supplies,Envelopes,Columbus,29-May-19,43229,Eastern,Late Delivery,Ohio,3,1,9
Consumer,Office Supplies,Folders,Columbus,21-Aug-20,43229,Eastern,On Schedule,Ohio,2,14,43
Consumer,Office Supplies,Folders,Columbus,3-Oct-19,43229,Eastern,On Schedule,Ohio,28,1,56
Consumer,Office Supplies,Folders,Columbus,10-Oct-18,43229,Eastern,On Schedule,Ohio,5,1,8
Consumer,Office Supplies,Folders,Columbus,16-Mar-21,43229,Eastern,On Schedule,Ohio,6,1,6
Consumer,Office Supplies,Folders,Columbus,24-Sep-19,43229,Eastern,On Schedule,Ohio,15,1,1794
Consumer,Office Supplies,Folders,Columbus,13-Sep-18,43229,Eastern,Late Delivery,Ohio,22,1,7
Consumer,Office Supplies,Folders,Columbus,19-Aug-18,43229,Eastern,Early Delivery,Ohio,9,2,22
Consumer,Office Supplies,Folders,Columbus,18-Dec-21,43229,Eastern,Early Delivery,Ohio,-3,2,78
Consumer,Office Supplies,Folders,Columbus,17-Dec-18,43229,Eastern,Late Delivery,Ohio,21,2,15
Consumer,Office Supplies,Folders,Columbus,16-Apr-21,43229,Eastern,Early Delivery,Ohio,3,2,33
Corporate,Office Supplies,Folders,Columbus,23-Apr-21,43229,Eastern,Late Delivery,Ohio,9,2,35
Corporate,Office Supplies,Folders,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,7,2,17
Corporate,Office Supplies,Folders,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,36,2,15
Corporate,Office Supplies,Folders,Columbus,5-Dec-18,43229,Eastern,Early Delivery,Ohio,6,2,122
Corporate,Office Supplies,Folders,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,101,3,25
Home Office,Office Supplies,Folders,Columbus,26-Dec-21,43229,Eastern,Early Delivery,Ohio,2,3,13
Home Office,Office Supplies,Folders,Columbus,7-Dec-20,43229,Eastern,Early Delivery,Ohio,3,3,12
Home Office,Office Supplies,Folders,Columbus,23-Apr-18,43229,Eastern,Early Delivery,Ohio,5,3,40
Consumer,Office Supplies,Kitchen Appliances,Columbus,21-Aug-20,43229,Eastern,On Schedule,Ohio,5,2,98
Consumer,Office Supplies,Kitchen Appliances,Columbus,2-May-18,43229,Eastern,On Schedule,Ohio,15,2,4
Consumer,Office Supplies,Kitchen Appliances,Columbus,5-Oct-18,43229,Eastern,Late Delivery,Ohio,2,2,13
Consumer,Office Supplies,Kitchen Appliances,Columbus,18-Dec-21,43229,Eastern,Early Delivery,Ohio,16,2,46
Corporate,Office Supplies,Kitchen Appliances,Columbus,10-Dec-20,43229,Eastern,On Schedule,Ohio,10,3,357
Corporate,Office Supplies,Kitchen Appliances,Columbus,26-Nov-21,43229,Eastern,Early Delivery,Ohio,-4,3,64
Corporate,Office Supplies,Kitchen Appliances,Columbus,26-Nov-21,43229,Eastern,Early Delivery,Ohio,20,3,450
Home Office,Office Supplies,Label Maker Tape,Columbus,19-Nov-20,43229,Eastern,Late Delivery,Ohio,2,5,5
Consumer,Office Supplies,Label Maker Tape,Columbus,24-Sep-19,43229,Eastern,On Schedule,Ohio,474,5,232
Consumer,Office Supplies,Label Maker Tape,Columbus,29-Dec-20,43229,Eastern,Early Delivery,Ohio,12,2,26
Corporate,Office Supplies,Label Maker Tape,Columbus,3-Mar-18,43229,Eastern,Early Delivery,Ohio,1,2,543
Corporate,Technology,Phone and Fax,Columbus,1-Feb-21,43229,Eastern,Late Delivery,Ohio,0,2,163
Consumer,Technology,Phone and Fax,Columbus,8-Feb-19,43229,Eastern,Early Delivery,Ohio,2,2,36
Consumer,Technology,Phone and Fax,Columbus,16-Mar-21,43229,Eastern,On Schedule,Ohio,17,3,15
Consumer,Technology,Phone and Fax,Columbus,26-Nov-21,43229,Eastern,Early Delivery,Ohio,21,8,7
Consumer,Technology,Phone and Fax,Columbus,20-Oct-20,43229,Eastern,On Schedule,Ohio,16,8,13
Consumer,Technology,Phone and Fax,Columbus,14-Jul-21,43229,Eastern,Early Delivery,Ohio,18,8,18
Corporate,Technology,Phone and Fax,Columbus,24-Nov-18,43229,Eastern,On Schedule,Ohio,3,1,5
Corporate,Technology,Phone and Fax,Columbus,5-Dec-18,43229,Eastern,Early Delivery,Ohio,161,2,63
Corporate,Technology,Phone and Fax,Columbus,5-Dec-18,43229,Eastern,Early Delivery,Ohio,46,2,6
Consumer,Technology,Printers,Columbus,24-Jul-20,43229,Eastern,Late Delivery,Ohio,11,2,1578
Consumer,Technology,Printers,Columbus,10-Oct-18,43229,Eastern,On Schedule,Ohio,4,2,21
Consumer,Technology,Printers,Columbus,1-Dec-18,43229,Eastern,Early Delivery,Ohio,57,2,49
Consumer,Technology,Printers,Columbus,20-Nov-20,43229,Eastern,Early Delivery,Ohio,7,2,15
Consumer,Office Supplies,Printing Paper,Columbus,25-Aug-18,43229,Eastern,Early Delivery,Ohio,151,6,23
Corporate,Office Supplies,Printing Paper,Columbus,1-Feb-21,43229,Eastern,Late Delivery,Ohio,12,14,6
Consumer,Office Supplies,Printing Paper,Columbus,1-Dec-18,43229,Eastern,Early Delivery,Ohio,6,1,15
Consumer,Office Supplies,Printing Paper,Columbus,30-Apr-21,43229,Eastern,On Schedule,Ohio,83,2,9
Consumer,Office Supplies,Printing Paper,Columbus,14-Jul-21,43229,Eastern,Early Delivery,Ohio,12,2,106
Consumer,Office Supplies,Printing Paper,Columbus,18-Dec-21,43229,Eastern,Early Delivery,Ohio,4,2,16
Corporate,Office Supplies,Printing Paper,Columbus,23-Apr-21,43229,Eastern,Late Delivery,Ohio,17,3,106
Corporate,Office Supplies,Printing Paper,Columbus,12-Nov-21,43229,Eastern,Early Delivery,Ohio,7,3,22
Corporate,Office Supplies,Printing Paper,Columbus,5-Dec-18,43229,Eastern,Early Delivery,Ohio,2,3,675
Corporate,Office Supplies,Printing Paper,Columbus,5-Dec-18,43229,Eastern,Early Delivery,Ohio,8,4,544
Home Office,Office Supplies,Printing Paper,Columbus,7-Dec-20,43229,Eastern,Late Delivery,Ohio,6,3,321
Home Office,Office Supplies,Printing Paper,Columbus,4-Jun-18,43229,Eastern,Early Delivery,Ohio,4,3,204
Home Office,Office Supplies,Printing Paper,Columbus,18-Apr-20,43229,Eastern,On Schedule,Ohio,2,9,13
Corporate,Office Furniture,Standard Desks,Columbus,10-Dec-20,43229,Eastern,On Schedule,Ohio,4,1,18
Home Office,Office Furniture,Standard Desks,Columbus,18-Apr-20,43229,Eastern,On Schedule,Ohio,54,2,31
Consumer,Office Supplies,Stationary Supplies,Columbus,19-Aug-18,43229,Eastern,Early Delivery,Ohio,41,2,12
Consumer,Office Supplies,Stationary Supplies,Columbus,29-Dec-20,43229,Eastern,Early Delivery,Ohio,4,4,49
Corporate,Office Supplies,Stationary Supplies,Columbus,10-Dec-20,43229,Eastern,On Schedule,Ohio,4,4,26
Corporate,Office Supplies,Stationary Supplies,Columbus,2-Nov-21,43229,Eastern,Late Delivery,Ohio,8,7,24
Consumer,Office Supplies,Storage and Archive,Columbus,24-Sep-19,43229,Eastern,On Schedule,Ohio,14,7,49
Consumer,Office Supplies,Storage and Archive,Columbus,16-Mar-21,43229,Eastern,On Schedule,Ohio,91,2,106
Consumer,Office Supplies,Storage and Archive,Columbus,14-Jul-21,43229,Eastern,Early Delivery,Ohio,-35,6,900
Consumer,Office Supplies,Storage and Archive,Columbus,14-Jul-21,43229,Eastern,Early Delivery,Ohio,49,7,130
Corporate,Office Supplies,Storage and Archive,Columbus,10-Dec-20,43229,Eastern,On Schedule,Ohio,17,1,88
Corporate,Office Supplies,Storage and Archive,Columbus,3-Mar-18,43229,Eastern,Early Delivery,Ohio,5,1,571
Home Office,Office Furniture,Storage Cabinets,Columbus,19-Nov-20,43229,Eastern,Late Delivery,Ohio,4,3,155
Consumer,Office Furniture,Storage Cabinets,Columbus,3-Oct-19,43229,Eastern,On Schedule,Ohio,-16,3,73
Corporate,Office Furniture,Storage Cabinets,Columbus,3-Mar-18,43229,Eastern,Early Delivery,Ohio,5,6,68
Consumer,Office Supplies,Artwork and Statues,Marion,6-Dec-19,43302,Eastern,On Schedule,Ohio,3,4,146
Consumer,Office Supplies,Artwork and Statues,Marion,14-Dec-18,43302,Eastern,Late Delivery,Ohio,4,3,36
Consumer,Technology,Cables and Connectors,Marion,14-Dec-18,43302,Eastern,Late Delivery,Ohio,9,3,125
Consumer,Technology,Cables and Connectors,Marion,12-Jun-21,43302,Eastern,Early Delivery,Ohio,97,9,16
Corporate,Technology,Cables and Connectors,Marion,8-Sep-21,43302,Eastern,Early Delivery,Ohio,412,1,64
Consumer,Office Furniture,Computer Chairs,Marion,6-Dec-19,43302,Eastern,On Schedule,Ohio,-4,5,240
Consumer,Office Furniture,Corner Desks,Marion,20-Nov-19,43302,Eastern,On Schedule,Ohio,2,6,194
Home Office,Office Furniture,Corner Desks,Marion,1-Dec-21,43302,Eastern,Late Delivery,Ohio,26,1,21
Corporate,Office Supplies,Envelopes,Marion,27-Dec-19,43302,Eastern,Early Delivery,Ohio,-1,2,280
Consumer,Technology,Phone and Fax,Marion,6-Dec-19,43302,Eastern,On Schedule,Ohio,65,4,52
Consumer,Office Furniture,Standard Desks,Marion,14-Dec-18,43302,Eastern,Late Delivery,Ohio,1,2,32
Corporate,Office Furniture,Standard Desks,Marion,27-Dec-19,43302,Eastern,Early Delivery,Ohio,295,5,66
Consumer,Office Supplies,Storage and Archive,Marion,20-Nov-19,43302,Eastern,On Schedule,Ohio,157,5,155
Corporate,Office Supplies,Storage and Archive,Marion,29-Sep-21,43302,Eastern,Early Delivery,Ohio,11,1,32
Corporate,Office Supplies,Artwork and Statues,Bowling Green,16-Nov-21,43402,Eastern,Early Delivery,Ohio,12,3,32
Corporate,Technology,Cables and Connectors,Bowling Green,16-Nov-21,43402,Eastern,Early Delivery,Ohio,69,3,32
Consumer,Office Supplies,Folders,Bowling Green,22-Dec-20,43402,Eastern,Early Delivery,Ohio,15,2,306
Consumer,Office Supplies,Label Maker Tape,Bowling Green,24-Aug-19,43402,Eastern,Early Delivery,Ohio,-1,1,178
Consumer,Technology,Phone and Fax,Bowling Green,24-Aug-19,43402,Eastern,Early Delivery,Ohio,69,5,102
Corporate,Technology,Printers,Bowling Green,16-Nov-21,43402,Eastern,Early Delivery,Ohio,9,2,20
Consumer,Office Supplies,Storage and Archive,Bowling Green,24-Aug-19,43402,Eastern,Early Delivery,Ohio,-1,2,114
Consumer,Office Supplies,Storage and Archive,Bowling Green,5-Sep-18,43402,Eastern,Early Delivery,Ohio,19,3,44
Consumer,Office Supplies,Artwork and Statues,Toledo,14-Apr-21,43615,Eastern,Late Delivery,Ohio,5,3,246
Consumer,Office Supplies,Artwork and Statues,Toledo,14-Apr-21,43615,Eastern,Late Delivery,Ohio,15,5,23
Corporate,Office Supplies,Artwork and Statues,Toledo,12-Jan-19,43615,Eastern,Early Delivery,Ohio,28,3,42
Corporate,Office Supplies,Artwork and Statues,Toledo,16-Apr-19,43615,Eastern,Early Delivery,Ohio,18,14,264
Consumer,Technology,Cables and Connectors,Toledo,7-Dec-21,43615,Eastern,Late Delivery,Ohio,10,3,182
Corporate,Technology,Cables and Connectors,Toledo,12-Jan-19,43615,Eastern,Early Delivery,Ohio,3,3,36
Consumer,Office Furniture,Corner Desks,Toledo,24-Nov-18,43615,Eastern,Early Delivery,Ohio,6,4,252
Corporate,Office Furniture,Corner Desks,Toledo,9-Jan-20,43615,Eastern,Late Delivery,Ohio,5,6,25
Corporate,Office Supplies,Envelopes,Toledo,16-Apr-19,43615,Eastern,Early Delivery,Ohio,31,1,70
Corporate,Office Supplies,Envelopes,Toledo,16-Apr-19,43615,Eastern,Early Delivery,Ohio,39,2,287
Consumer,Office Supplies,Folders,Toledo,22-Dec-21,43615,Eastern,Late Delivery,Ohio,52,1,73
Consumer,Office Supplies,Folders,Toledo,9-Sep-21,43615,Eastern,On Schedule,Ohio,282,1,86
Consumer,Office Supplies,Folders,Toledo,9-Sep-21,43615,Eastern,On Schedule,Ohio,12,1,888
Corporate,Office Supplies,Folders,Toledo,16-Apr-19,43615,Eastern,Early Delivery,Ohio,6,2,26
Corporate,Office Supplies,Folders,Toledo,15-Nov-19,43615,Eastern,Early Delivery,Ohio,8,3,20
Home Office,Office Supplies,Folders,Toledo,10-Sep-20,43615,Eastern,On Schedule,Ohio,18,3,40
Corporate,Office Supplies,Kitchen Appliances,Toledo,1-Jun-21,43615,Eastern,Late Delivery,Ohio,8,3,75
Corporate,Office Supplies,Kitchen Appliances,Toledo,16-Apr-19,43615,Eastern,Early Delivery,Ohio,228,3,49
Corporate,Office Supplies,Kitchen Appliances,Toledo,24-Jul-20,43615,Eastern,Early Delivery,Ohio,10,3,45
Home Office,Office Supplies,Kitchen Appliances,Toledo,30-Nov-21,43615,Eastern,On Schedule,Ohio,2,3,163
Consumer,Office Supplies,Label Maker Tape,Toledo,9-Sep-21,43615,Eastern,On Schedule,Ohio,16,7,44
Consumer,Technology,Phone and Fax,Toledo,22-Dec-21,43615,Eastern,Late Delivery,Ohio,10,3,3
Consumer,Technology,Phone and Fax,Toledo,24-Nov-18,43615,Eastern,Early Delivery,Ohio,9,7,2
Corporate,Technology,Phone and Fax,Toledo,12-Jan-19,43615,Eastern,Early Delivery,Ohio,8,2,33
Corporate,Technology,Phone and Fax,Toledo,12-Jan-19,43615,Eastern,Early Delivery,Ohio,108,2,3
Corporate,Technology,Phone and Fax,Toledo,16-Apr-19,43615,Eastern,Early Delivery,Ohio,12,3,44
Corporate,Technology,Phone and Fax,Toledo,12-Jan-19,43615,Eastern,Early Delivery,Ohio,6,3,39
Consumer,Office Supplies,Printing Paper,Toledo,14-Apr-21,43615,Eastern,Late Delivery,Ohio,15,5,5
Consumer,Office Furniture,Standard Desks,Toledo,8-Apr-18,43615,Eastern,Early Delivery,Ohio,10,5,5
Consumer,Office Supplies,Stationary Supplies,Toledo,9-Nov-20,43615,Eastern,Early Delivery,Ohio,21,3,3
Consumer,Office Supplies,Storage and Archive,Toledo,9-Nov-20,43615,Eastern,Early Delivery,Ohio,-42,3,5
Home Office,Office Supplies,Storage and Archive,Toledo,10-Sep-20,43615,Eastern,On Schedule,Ohio,3,1,333
Corporate,Office Supplies,Folders,Elyria,16-Nov-21,44035,Eastern,Late Delivery,Ohio,9,2,56
Corporate,Technology,Cables and Connectors,Lorain,11-Dec-20,44052,Eastern,On Schedule,Ohio,94,1,9
